Project Code,Project Status,Study Type,Workflow,Task Name,Task Comment,Target Days to Complete,Date Site Selected,Date HRA approval,Date Created,Start Date,Due Date,Completion Date,On time or Late,Days to completion,Days active (if not complete),Task Status
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Send C+C data,Synthetic completed task for demonstration data.,2,45677,45683,45712,45712,45714,45728,Late,16,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Follow-up: Confirm Hive build has started (R&I Builder),Synthetic completed task for demonstration data.,7,45677,45683,45723,45725,45732,45740,Late,15,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Follow-up: Mini-Hosted: Final contract or OID reviewed,Synthetic completed task for demonstration data.,7,45677,45683,45723,45726,45733,45736,Late,10,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Follow-up: Complete Recruitment Plan,Synthetic completed task for demonstration data.,7,45677,45683,45723,45725,45732,45725,On Time,0,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Follow-up: Email confirmation of capacity and capability,Synthetic completed task for demonstration data.,1,45677,45683,45715,45718,45719,45710,On Time,0,,Complete
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Provide the Local Information Pack,Synthetic completed task for demonstration data.,,45986,45976,45995,45997,,45997,On Time,0,,Complete
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Provide date Trust invited and selected,Synthetic completed task for demonstration data.,,45986,45976,45987,45988,,46000,On Time,12,,Complete
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Upload Documents received to date,Synthetic active task; completion date intentionally unavailable.,,45986,45976,45996,45998,,,,,219,Active
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),EPSC,Synthetic completed task for demonstration data.,4,45986,45976,45989,45989,45993,45992,On Time,3,,Complete
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),PI GCP,Synthetic completed task for demonstration data.,7,45986,45976,45995,45998,46005,46004,On Time,6,,Complete
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Contact Labs,Synthetic completed task for demonstration data.,7,45986,45976,46003,46004,46011,46006,On Time,2,,Complete
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Contact Imaging,Synthetic completed task for demonstration data.,7,45986,45976,45994,45996,46003,45996,On Time,0,,Complete
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Contact Pharmacy,Synthetic completed task for demonstration data.,7,45986,45976,45996,45999,46006,46003,On Time,4,,Complete
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Contact Research & Innovation Biospecimen Service (RIBs),Synthetic active task; completion date intentionally unavailable.,7,45986,45976,45998,46001,46008,,,,216,Active
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Contact CRF,Synthetic completed task for demonstration data.,7,45986,45976,46002,46002,46009,46023,Late,21,,Complete
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Contact Ophthalmic Imaging,Synthetic active task; completion date intentionally unavailable.,7,45986,45976,46005,46008,46015,,,,209,Active
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Contact Ophthalmic Support,Synthetic active task; completion date intentionally unavailable.,7,45986,45976,45997,46000,46007,,,,217,Active
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Send Hive build requirements,Synthetic completed task for demonstration data.,14,45986,45976,46008,46009,46023,46021,On Time,12,,Complete
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),CRF application form received and recorded on tracker,Synthetic completed task for demonstration data.,7,45986,45976,46006,46007,46014,46007,On Time,0,,Complete
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),CRF Costs prepared,Synthetic completed task for demonstration data.,10,45986,45976,46008,46008,46018,46027,Late,19,,Complete
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Check contract requirements,Synthetic completed task for demonstration data.,7,45986,45976,46010,46012,46019,46020,Late,8,,Complete
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Project currently in pre-submission requiring Labs,Synthetic completed task for demonstration data.,7,45986,45976,46011,46013,46020,46013,On Time,0,,Complete
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Pharmacy Feasibility,Synthetic completed task for demonstration data.,7,45986,45976,46015,46018,46025,46026,Late,8,,Complete
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Project currently in pre-submission requiring Imaging,Synthetic completed task for demonstration data.,7,45986,45976,46014,46014,46021,46033,Late,19,,Complete
D0028,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Project currently in pre-submission involving RIBs,Synthetic completed task for demonstration data.,7,45986,45976,46013,46014,46021,46031,Late,17,,Complete
D0029,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),"SoE/SoECAT or Costing Template received, EPR record created & documents uploaded",Synthetic active task; completion date intentionally unavailable.,,45882,45861,45886,45889,,,,,328,Active
D0029,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Finance Review,Synthetic completed task for demonstration data.,7,45882,45861,45890,45892,45899,45893,On Time,1,,Complete
D0029,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),HRA Approval Letter,Synthetic completed task for demonstration data.,21,45882,45861,45889,45889,45910,45889,On Time,0,,Complete
D0029,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Check if study is adopted,Synthetic completed task for demonstration data.,14,45882,45861,45893,45893,45907,45896,On Time,3,,Complete
D0029,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Check qualifications of research team,Synthetic completed task for demonstration data.,7,45882,45861,45892,45895,45902,45896,On Time,1,,Complete
D0029,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Receipt of clinical director notification,Synthetic completed task for demonstration data.,2,45882,45861,45890,45890,45892,45907,Late,17,,Complete
D0029,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),RIBs - capacity and capability,Synthetic completed task for demonstration data.,7,45882,45861,45900,45900,45907,45929,Late,29,,Complete
D0029,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Labs - capacity and capability,Synthetic completed task for demonstration data.,7,45882,45861,45901,45903,45910,45929,Late,26,,Complete
D0029,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),CRF - Capacity and capability,Synthetic completed task for demonstration data.,7,45882,45861,45897,45900,45907,45929,Late,29,,Complete
D0029,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Pharmacy Technical Green Light,Synthetic completed task for demonstration data.,21,45882,45861,45896,45899,45920,45949,Late,50,,Complete
D0029,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ophthalmic Imaging - capacity and capability,Synthetic completed task for demonstration data.,7,45882,45861,45896,45898,45905,45929,Late,31,,Complete
D0029,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ophthalmic Support - capacity and capability,Synthetic completed task for demonstration data.,7,45882,45861,45903,45906,45913,45929,Late,23,,Complete
D0029,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Imaging green light,Synthetic completed task for demonstration data.,7,45882,45861,45905,45905,45912,45949,Late,44,,Complete
D0029,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ionising Radiation Review,Synthetic completed task for demonstration data.,7,45882,45861,45909,45912,45919,45926,Late,14,,Complete
D0030,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),"SoE/SoECAT or Costing Template received, EPR record created & documents uploaded",Synthetic completed task for demonstration data.,,45911,45913,45914,45914,,45922,On Time,8,,Complete
D0030,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Finance Review,Synthetic completed task for demonstration data.,7,45911,45913,45922,45923,45930,45935,Late,12,,Complete
D0030,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),HRA Approval Letter,Synthetic completed task for demonstration data.,21,45911,45913,45928,45929,45950,45934,On Time,5,,Complete
D0030,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Check if study is adopted,Synthetic completed task for demonstration data.,14,45911,45913,45925,45925,45939,45933,On Time,8,,Complete
D0030,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Check qualifications of research team,Synthetic completed task for demonstration data.,7,45911,45913,45922,45925,45932,45925,On Time,0,,Complete
D0030,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Receipt of clinical director notification,Synthetic completed task for demonstration data.,2,45911,45913,45921,45924,45926,45939,Late,15,,Complete
D0030,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),RIBs - capacity and capability,Synthetic completed task for demonstration data.,7,45911,45913,45926,45929,45936,45993,Late,64,,Complete
D0030,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Labs - capacity and capability,Synthetic completed task for demonstration data.,7,45911,45913,45930,45932,45939,45993,Late,61,,Complete
D0030,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),CRF - Capacity and capability,Synthetic completed task for demonstration data.,7,45911,45913,45928,45931,45938,45993,Late,62,,Complete
D0030,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Pharmacy Technical Green Light,Synthetic completed task for demonstration data.,21,45911,45913,45934,45937,45958,46008,Late,71,,Complete
D0030,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ophthalmic Imaging - capacity and capability,Synthetic completed task for demonstration data.,7,45911,45913,45930,45933,45940,45993,Late,60,,Complete
D0030,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ophthalmic Support - capacity and capability,Synthetic completed task for demonstration data.,7,45911,45913,45931,45933,45940,45993,Late,60,,Complete
D0031,Follow up,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Provide the Local Information Pack,Synthetic completed task for demonstration data.,,45398,45426,45438,45438,,45451,On Time,13,,Complete
D0031,Follow up,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Provide date Trust invited and selected,Synthetic active task; completion date intentionally unavailable.,,45398,45426,45429,45431,,,,,786,Active
D0031,Follow up,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),PI GCP,Synthetic completed task for demonstration data.,7,45398,45426,45433,45433,45440,45447,Late,14,,Complete
D0031,Follow up,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Send Hive build requirements,Synthetic active task; completion date intentionally unavailable.,14,45398,45426,45433,45433,45447,,,,784,Active
D0031,Follow up,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Complete Recruitment Plan,Synthetic completed task for demonstration data.,7,45398,45426,45440,45442,45449,45443,On Time,1,,Complete
D0031,Follow up,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Send notification to the Clinical Director,Synthetic active task; completion date intentionally unavailable.,7,45398,45426,45435,45437,45444,,,,780,Active
